Step 0: {'loss': 129055.1953125, 'mse_loss': 129055.1953125, 'sparsity_loss': 0.0, 'l0': 32760.8359375, 'dead_features': 0}
dir: 2, original_acc: 0.6570000052452087, clean_acc: 0.9940000176429749, changed_acc: 0.6860000491142273, scr_score: 0.08605353947224599
dir: 2, original_acc: 0.6570000052452087, clean_acc: 0.9940000176429749, changed_acc: 0.7050000429153442, scr_score: 0.14243334096225593
dir: 2, original_acc: 0.6570000052452087, clean_acc: 0.9940000176429749, changed_acc: 0.6380000114440918, scr_score: -0.05637980149000994
dir: 2, original_acc: 0.6570000052452087, clean_acc: 0.9940000176429749, changed_acc: 0.6740000247955322, scr_score: 0.050445160014588104
Loading activations from artifacts/scr/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_Books_CDs_and_Vinyl_activations.pt
Loading probes from artifacts/scr/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_Books_CDs_and_Vinyl_probes.pkl
dir: 1, original_acc: 0.8070000410079956, clean_acc: 0.9900000691413879, changed_acc: 0.8100000619888306, scr_score: 0.016393554752069144
dir: 1, original_acc: 0.8070000410079956, clean_acc: 0.9900000691413879, changed_acc: 0.8010000586509705, scr_score: -0.03278678379574697
dir: 1, original_acc: 0.8070000410079956, clean_acc: 0.9900000691413879, changed_acc: 0.8170000314712524, scr_score: 0.05464474822904205
dir: 1, original_acc: 0.8070000410079956, clean_acc: 0.9900000691413879, changed_acc: 0.8420000672340393, scr_score: 0.1912569445100385
dir: 1, original_acc: 0.8070000410079956, clean_acc: 0.9900000691413879, changed_acc: 0.8270000219345093, scr_score: 0.1092894964580841
dir: 1, original_acc: 0.8070000410079956, clean_acc: 0.9900000691413879, changed_acc: 0.843000054359436, scr_score: 0.19672135419126444
dir: 1, original_acc: 0.8070000410079956, clean_acc: 0.9900000691413879, changed_acc: 0.8180000185966492, scr_score: 0.06010915791026799
dir: 2, original_acc: 0.6890000104904175, clean_acc: 0.9440000653266907, changed_acc: 0.7850000262260437, scr_score: 0.37647056898581666
dir: 2, original_acc: 0.6890000104904175, clean_acc: 0.9440000653266907, changed_acc: 0.831000030040741, scr_score: 0.5568627020158754
dir: 2, original_acc: 0.6890000104904175, clean_acc: 0.9440000653266907, changed_acc: 0.8300000429153442, scr_score: 0.5529411847203642
dir: 2, original_acc: 0.6890000104904175, clean_acc: 0.9440000653266907, changed_acc: 0.831000030040741, scr_score: 0.5568627020158754
dir: 2, original_acc: 0.6890000104904175, clean_acc: 0.9440000653266907, changed_acc: 0.8400000333786011, scr_score: 0.5921568251627849
dir: 2, original_acc: 0.6890000104904175, clean_acc: 0.9440000653266907, changed_acc: 0.8240000605583191, scr_score: 0.5294118472036429
dir: 2, original_acc: 0.6890000104904175, clean_acc: 0.9440000653266907, changed_acc: 0.8790000677108765, scr_score: 0.7450981033806111
Loading activations from artifacts/scr/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_Software_Electronics_activations.pt
Loading probes from artifacts/scr/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_Software_Electronics_probes.pkl
dir: 1, original_acc: 0.7820000648498535, clean_acc: 0.9770000576972961, changed_acc: 0.7950000166893005, scr_score: 0.06666642213478169
dir: 1, original_acc: 0.7820000648498535, clean_acc: 0.9770000576972961, changed_acc: 0.8060000538825989, scr_score: 0.12307687134902433
dir: 1, original_acc: 0.7820000648498535, clean_acc: 0.9770000576972961, changed_acc: 0.8140000104904175, scr_score: 0.16410229135546164
dir: 1, original_acc: 0.7820000648498535, clean_acc: 0.9770000576972961, changed_acc: 0.8400000333786011, scr_score: 0.29743574695473746
dir: 1, original_acc: 0.7820000648498535, clean_acc: 0.9770000576972961, changed_acc: 0.8210000395774841, scr_score: 0.1999998777340575
dir: 1, original_acc: 0.7820000648498535, clean_acc: 0.9770000576972961, changed_acc: 0.8350000381469727, scr_score: 0.27179474482639304
dir: 1, original_acc: 0.7820000648498535, clean_acc: 0.9770000576972961, changed_acc: 0.8480000495910645, scr_score: 0.338461472626031
dir: 2, original_acc: 0.7160000205039978, clean_acc: 0.9640000462532043, changed_acc: 0.7460000514984131, scr_score: 0.12096785435318151
dir: 2, original_acc: 0.7160000205039978, clean_acc: 0.9640000462532043, changed_acc: 0.7690000534057617, scr_score: 0.2137097878988163
dir: 2, original_acc: 0.7160000205039978, clean_acc: 0.9640000462532043, changed_acc: 0.7780000567436218, scr_score: 0.2500001201706423
dir: 2, original_acc: 0.7160000205039978, clean_acc: 0.9640000462532043, changed_acc: 0.7910000085830688, scr_score: 0.30241927537102686
dir: 2, original_acc: 0.7160000205039978, clean_acc: 0.9640000462532043, changed_acc: 0.8210000395774841, scr_score: 0.4233871297242084
dir: 2, original_acc: 0.7160000205039978, clean_acc: 0.9640000462532043, changed_acc: 0.8270000219345093, scr_score: 0.4475806044583308
dir: 2, original_acc: 0.7160000205039978, clean_acc: 0.9640000462532043, changed_acc: 0.8700000643730164, scr_score: 0.6209678543531815
Loading activations from artifacts/scr/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_Pet_Supplies_Office_Products_activations.pt
Loading probes from artifacts/scr/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_Pet_Supplies_Office_Products_probes.pkl
dir: 1, original_acc: 0.7550000548362732, clean_acc: 0.9780000448226929, changed_acc: 0.7820000648498535, scr_score: 0.12107628352460723
dir: 1, original_acc: 0.7550000548362732, clean_acc: 0.9780000448226929, changed_acc: 0.8200000524520874, scr_score: 0.2914798230249813
dir: 1, original_acc: 0.7550000548362732, clean_acc: 0.9780000448226929, changed_acc: 0.8360000252723694, scr_score: 0.3632285832884071
dir: 1, original_acc: 0.7550000548362732, clean_acc: 0.9780000448226929, changed_acc: 0.8480000495910645, scr_score: 0.4170403539500374
dir: 1, original_acc: 0.7550000548362732, clean_acc: 0.9780000448226929, changed_acc: 0.8650000691413879, scr_score: 0.4932736288993267
dir: 1, original_acc: 0.7550000548362732, clean_acc: 0.9780000448226929, changed_acc: 0.8340000510215759, scr_score: 0.35426008848750934
dir: 1, original_acc: 0.7550000548362732, clean_acc: 0.9780000448226929, changed_acc: 0.8450000286102295, scr_score: 0.4035873444632762
dir: 2, original_acc: 0.7390000224113464, clean_acc: 0.9630000591278076, changed_acc: 0.7550000548362732, scr_score: 0.0714287044746317
dir: 2, original_acc: 0.7390000224113464, clean_acc: 0.9630000591278076, changed_acc: 0.7820000648498535, scr_score: 0.1919644437064823
dir: 2, original_acc: 0.7390000224113464, clean_acc: 0.9630000591278076, changed_acc: 0.8020000457763672, scr_score: 0.28125005820765137
dir: 2, original_acc: 0.7390000224113464, clean_acc: 0.9630000591278076, changed_acc: 0.8180000185966492, scr_score: 0.35267849659016254
dir: 2, original_acc: 0.7390000224113464, clean_acc: 0.9630000591278076, changed_acc: 0.8340000510215759, scr_score: 0.4241072010647942
dir: 2, original_acc: 0.7390000224113464, clean_acc: 0.9630000591278076, changed_acc: 0.8490000367164612, scr_score: 0.49107141194067105
dir: 2, original_acc: 0.7390000224113464, clean_acc: 0.9630000591278076, changed_acc: 0.8840000629425049, scr_score: 0.6473215034098375
Loading activations from artifacts/scr/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_Industrial_and_Scientific_Toys_and_Games_activations.pt
Loading probes from artifacts/scr/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_Industrial_and_Scientific_Toys_and_Games_probes.pkl
dir: 1, original_acc: 0.7290000319480896, clean_acc: 0.9620000720024109, changed_acc: 0.7390000224113464, scr_score: 0.042918406627421406
dir: 1, original_acc: 0.7290000319480896, clean_acc: 0.9620000720024109, changed_acc: 0.7450000643730164, scr_score: 0.06866965525497992
dir: 1, original_acc: 0.7290000319480896, clean_acc: 0.9620000720024109, changed_acc: 0.7500000596046448, scr_score: 0.09012885856869063
dir: 1, original_acc: 0.7290000319480896, clean_acc: 0.9620000720024109, changed_acc: 0.7560000419616699, scr_score: 0.11587985138236706
dir: 1, original_acc: 0.7290000319480896, clean_acc: 0.9620000720024109, changed_acc: 0.7610000371932983, scr_score: 0.13733905469607777
dir: 1, original_acc: 0.7290000319480896, clean_acc: 0.9620000720024109, changed_acc: 0.7440000176429749, scr_score: 0.0643776099411321
dir: 1, original_acc: 0.7290000319480896, clean_acc: 0.9620000720024109, changed_acc: 0.7910000085830688, scr_score: 0.266094274578342
dir: 2, original_acc: 0.7610000371932983, clean_acc: 0.971000075340271, changed_acc: 0.7800000309944153, scr_score: 0.09047614452250444
dir: 2, original_acc: 0.7610000371932983, clean_acc: 0.971000075340271, changed_acc: 0.7700000405311584, scr_score: 0.042857150966616867
dir: 2, original_acc: 0.7610000371932983, clean_acc: 0.971000075340271, changed_acc: 0.7820000648498535, scr_score: 0.10000011353263609
dir: 2, original_acc: 0.7610000371932983, clean_acc: 0.971000075340271, changed_acc: 0.784000039100647, scr_score: 0.10952379871117751
dir: 2, original_acc: 0.7610000371932983, clean_acc: 0.971000075340271, changed_acc: 0.784000039100647, scr_score: 0.10952379871117751
dir: 2, original_acc: 0.7610000371932983, clean_acc: 0.971000075340271, changed_acc: 0.8010000586509705, scr_score: 0.19047625805514054
dir: 2, original_acc: 0.7610000371932983, clean_acc: 0.971000075340271, changed_acc: 0.8100000619888306, scr_score: 0.2333334090217574

Running sparse_probing evaluation...
Loaded pretrained model google/gemma-2-2b into HookedTransformer
Loading activations from artifacts/sparse_probing/google/gemma-2-2b/blocks.12.hook_resid_post/LabHC_bias_in_bios_class_set1_activations.pt
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 21 epochs
Test accuracy for 0: 0.9570000171661377
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 22 epochs
Test accuracy for 1: 0.9670000672340393
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 30 epochs
Test accuracy for 2: 0.9540000557899475
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 19 epochs
Test accuracy for 6: 0.9900000691413879
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 20 epochs
Test accuracy for 9: 0.9810000658035278
Num non-zero elements: 1
Test accuracy for 0: 0.705
Num non-zero elements: 1
Test accuracy for 1: 0.653
Num non-zero elements: 1
Test accuracy for 2: 0.877
Num non-zero elements: 1
Test accuracy for 6: 0.751
Num non-zero elements: 1
Test accuracy for 9: 0.929
Num non-zero elements: 2
Test accuracy for 0: 0.711
Num non-zero elements: 2
Test accuracy for 1: 0.697
Num non-zero elements: 2
Test accuracy for 2: 0.876
Num non-zero elements: 2
Test accuracy for 6: 0.913
Num non-zero elements: 2
Test accuracy for 9: 0.937
Num non-zero elements: 5
Test accuracy for 0: 0.799
Num non-zero elements: 5
Test accuracy for 1: 0.73
Num non-zero elements: 5
Test accuracy for 2: 0.892
Num non-zero elements: 5
Test accuracy for 6: 0.968
Num non-zero elements: 5
Test accuracy for 9: 0.934
Num non-zero elements: 10
Test accuracy for 0: 0.826
Num non-zero elements: 10
Test accuracy for 1: 0.813
Num non-zero elements: 10
Test accuracy for 2: 0.914
Num non-zero elements: 10
Test accuracy for 6: 0.971
Num non-zero elements: 10
Test accuracy for 9: 0.939
Num non-zero elements: 20
Test accuracy for 0: 0.872
Num non-zero elements: 20
Test accuracy for 1: 0.85
Num non-zero elements: 20
Test accuracy for 2: 0.924
Num non-zero elements: 20
Test accuracy for 6: 0.986
Num non-zero elements: 20
Test accuracy for 9: 0.954
Num non-zero elements: 50
Test accuracy for 0: 0.933
Num non-zero elements: 50
Test accuracy for 1: 0.942
Num non-zero elements: 50
Test accuracy for 2: 0.922
Num non-zero elements: 50
Test accuracy for 6: 0.99
Num non-zero elements: 50
Test accuracy for 9: 0.969
Loading activations from artifacts/sparse_probing/google/gemma-2-2b/blocks.12.hook_resid_post/LabHC_bias_in_bios_class_set2_activations.pt
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 26 epochs
Test accuracy for 11: 0.9650000333786011
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 20 epochs
Test accuracy for 13: 0.9480000734329224
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 21 epochs
Test accuracy for 14: 0.9640000462532043
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 35 epochs
Test accuracy for 18: 0.9290000200271606
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 22 epochs
Test accuracy for 19: 0.9620000720024109
Num non-zero elements: 1
Test accuracy for 11: 0.758
Num non-zero elements: 1
Test accuracy for 13: 0.64
Num non-zero elements: 1
Test accuracy for 14: 0.796
Num non-zero elements: 1
Test accuracy for 18: 0.699
Num non-zero elements: 1
Test accuracy for 19: 0.779
Num non-zero elements: 2
Test accuracy for 11: 0.807
Num non-zero elements: 2
Test accuracy for 13: 0.676
Num non-zero elements: 2
Test accuracy for 14: 0.805
Num non-zero elements: 2
Test accuracy for 18: 0.711
Num non-zero elements: 2
Test accuracy for 19: 0.799
Num non-zero elements: 5
Test accuracy for 11: 0.818
Num non-zero elements: 5
Test accuracy for 13: 0.835
Num non-zero elements: 5
Test accuracy for 14: 0.847
Num non-zero elements: 5
Test accuracy for 18: 0.806
Num non-zero elements: 5
Test accuracy for 19: 0.805
Num non-zero elements: 10
Test accuracy for 11: 0.876
Num non-zero elements: 10
Test accuracy for 13: 0.891
Num non-zero elements: 10
Test accuracy for 14: 0.893
Num non-zero elements: 10
Test accuracy for 18: 0.82
Num non-zero elements: 10
Test accuracy for 19: 0.829
Num non-zero elements: 20
Test accuracy for 11: 0.949
Num non-zero elements: 20
Test accuracy for 13: 0.906
Num non-zero elements: 20
Test accuracy for 14: 0.913
Num non-zero elements: 20
Test accuracy for 18: 0.849
Num non-zero elements: 20
Test accuracy for 19: 0.877
Num non-zero elements: 50
Test accuracy for 11: 0.955
Num non-zero elements: 50
Test accuracy for 13: 0.917
Num non-zero elements: 50
Test accuracy for 14: 0.927
Num non-zero elements: 50
Test accuracy for 18: 0.86
Num non-zero elements: 50
Test accuracy for 19: 0.935
Loading activations from artifacts/sparse_probing/google/gemma-2-2b/blocks.12.hook_resid_post/LabHC_bias_in_bios_class_set3_activations.pt
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 24 epochs
Test accuracy for 20: 0.9610000252723694
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 27 epochs
Test accuracy for 21: 0.9140000343322754
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 28 epochs
Test accuracy for 22: 0.9310000538825989
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 40 epochs
Test accuracy for 25: 0.9720000624656677
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 16 epochs
Test accuracy for 26: 0.89000004529953
Num non-zero elements: 1
Test accuracy for 20: 0.865
Num non-zero elements: 1
Test accuracy for 21: 0.601
Num non-zero elements: 1
Test accuracy for 22: 0.674
Num non-zero elements: 1
Test accuracy for 25: 0.906
Num non-zero elements: 1
Test accuracy for 26: 0.714
Num non-zero elements: 2
Test accuracy for 20: 0.867
Num non-zero elements: 2
Test accuracy for 21: 0.835
Num non-zero elements: 2
Test accuracy for 22: 0.74
Num non-zero elements: 2
Test accuracy for 25: 0.892
Num non-zero elements: 2
Test accuracy for 26: 0.703
Num non-zero elements: 5
Test accuracy for 20: 0.891
Num non-zero elements: 5
Test accuracy for 21: 0.839
Num non-zero elements: 5
Test accuracy for 22: 0.725
Num non-zero elements: 5
Test accuracy for 25: 0.905
Num non-zero elements: 5
Test accuracy for 26: 0.802
Num non-zero elements: 10
Test accuracy for 20: 0.937
Num non-zero elements: 10
Test accuracy for 21: 0.846
Num non-zero elements: 10
Test accuracy for 22: 0.742
Num non-zero elements: 10
Test accuracy for 25: 0.927
Num non-zero elements: 10
Test accuracy for 26: 0.815
Num non-zero elements: 20
Test accuracy for 20: 0.935
Num non-zero elements: 20
Test accuracy for 21: 0.875
Num non-zero elements: 20
Test accuracy for 22: 0.819
Num non-zero elements: 20
Test accuracy for 25: 0.937
Num non-zero elements: 20
Test accuracy for 26: 0.815
Num non-zero elements: 50
Test accuracy for 20: 0.941
Num non-zero elements: 50
Test accuracy for 21: 0.875
Num non-zero elements: 50
Test accuracy for 22: 0.856
Num non-zero elements: 50
Test accuracy for 25: 0.945
Num non-zero elements: 50
Test accuracy for 26: 0.859
Loading activations from artifacts/sparse_probing/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_activations.pt
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 27 epochs
Test accuracy for 1: 0.9480000734329224
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 36 epochs
Test accuracy for 2: 0.9410000443458557
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 44 epochs
Test accuracy for 3: 0.9280000329017639
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 26 epochs
Test accuracy for 5: 0.921000063419342
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 39 epochs
Test accuracy for 6: 0.8710000514984131
Num non-zero elements: 1
Test accuracy for 1: 0.839
Num non-zero elements: 1
Test accuracy for 2: 0.607
Num non-zero elements: 1
Test accuracy for 3: 0.67
Num non-zero elements: 1
Test accuracy for 5: 0.838
Num non-zero elements: 1
Test accuracy for 6: 0.601
Num non-zero elements: 2
Test accuracy for 1: 0.898
Num non-zero elements: 2
Test accuracy for 2: 0.721
Num non-zero elements: 2
Test accuracy for 3: 0.663
Num non-zero elements: 2
Test accuracy for 5: 0.837
Num non-zero elements: 2
Test accuracy for 6: 0.704
Num non-zero elements: 5
Test accuracy for 1: 0.91
Num non-zero elements: 5
Test accuracy for 2: 0.724
Num non-zero elements: 5
Test accuracy for 3: 0.736
Num non-zero elements: 5
Test accuracy for 5: 0.848
Num non-zero elements: 5
Test accuracy for 6: 0.761
Num non-zero elements: 10
Test accuracy for 1: 0.911
Num non-zero elements: 10
Test accuracy for 2: 0.75
Num non-zero elements: 10
Test accuracy for 3: 0.816
Num non-zero elements: 10
Test accuracy for 5: 0.854
Num non-zero elements: 10
Test accuracy for 6: 0.772
Num non-zero elements: 20
Test accuracy for 1: 0.924
Num non-zero elements: 20
Test accuracy for 2: 0.818
Num non-zero elements: 20
Test accuracy for 3: 0.839
Num non-zero elements: 20
Test accuracy for 5: 0.89
Num non-zero elements: 20
Test accuracy for 6: 0.792
Num non-zero elements: 50
Test accuracy for 1: 0.922
Num non-zero elements: 50
Test accuracy for 2: 0.913
Num non-zero elements: 50
Test accuracy for 3: 0.874
Num non-zero elements: 50
Test accuracy for 5: 0.9
Num non-zero elements: 50
Test accuracy for 6: 0.795
Loading activations from artifacts/sparse_probing/google/gemma-2-2b/blocks.12.hook_resid_post/canrager_amazon_reviews_mcauley_1and5_sentiment_activations.pt
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 21 epochs
Test accuracy for 1.0: 0.9820000529289246
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 18 epochs
Test accuracy for 5.0: 0.9790000319480896
Num non-zero elements: 1
Test accuracy for 1.0: 0.866
Num non-zero elements: 1
Test accuracy for 5.0: 0.866
Num non-zero elements: 2
Test accuracy for 1.0: 0.913
Num non-zero elements: 2
Test accuracy for 5.0: 0.913
Num non-zero elements: 5
Test accuracy for 1.0: 0.933
Num non-zero elements: 5
Test accuracy for 5.0: 0.933
Num non-zero elements: 10
Test accuracy for 1.0: 0.938
Num non-zero elements: 10
Test accuracy for 5.0: 0.938
Num non-zero elements: 20
Test accuracy for 1.0: 0.949
Num non-zero elements: 20
Test accuracy for 5.0: 0.949
Num non-zero elements: 50
Test accuracy for 1.0: 0.951
Num non-zero elements: 50
Test accuracy for 5.0: 0.951
Loading activations from artifacts/sparse_probing/google/gemma-2-2b/blocks.12.hook_resid_post/codeparrot_github-code_activations.pt
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 34 epochs
Test accuracy for C: 0.9650000333786011
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 32 epochs
Test accuracy for Python: 0.9890000224113464
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 25 epochs
Test accuracy for HTML: 0.9860000610351562
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 38 epochs
Test accuracy for Java: 0.9670000672340393
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 22 epochs
Test accuracy for PHP: 0.9540000557899475
Num non-zero elements: 1
Test accuracy for C: 0.617
Num non-zero elements: 1
Test accuracy for Python: 0.54
Num non-zero elements: 1
Test accuracy for HTML: 0.586
Num non-zero elements: 1
Test accuracy for Java: 0.64
Num non-zero elements: 1
Test accuracy for PHP: 0.615
Num non-zero elements: 2
Test accuracy for C: 0.703
Num non-zero elements: 2
Test accuracy for Python: 0.616
Num non-zero elements: 2
Test accuracy for HTML: 0.836
Num non-zero elements: 2
Test accuracy for Java: 0.672
Num non-zero elements: 2
Test accuracy for PHP: 0.66
Num non-zero elements: 5
Test accuracy for C: 0.753
Num non-zero elements: 5
Test accuracy for Python: 0.665
Num non-zero elements: 5
Test accuracy for HTML: 0.92
Num non-zero elements: 5
Test accuracy for Java: 0.713
Num non-zero elements: 5
Test accuracy for PHP: 0.685
Num non-zero elements: 10
Test accuracy for C: 0.783
Num non-zero elements: 10
Test accuracy for Python: 0.78
Num non-zero elements: 10
Test accuracy for HTML: 0.943
Num non-zero elements: 10
Test accuracy for Java: 0.796
Num non-zero elements: 10
Test accuracy for PHP: 0.733
Num non-zero elements: 20
Test accuracy for C: 0.837
Num non-zero elements: 20
Test accuracy for Python: 0.792
Num non-zero elements: 20
Test accuracy for HTML: 0.953
Num non-zero elements: 20
Test accuracy for Java: 0.846
Num non-zero elements: 20
Test accuracy for PHP: 0.782
Num non-zero elements: 50
Test accuracy for C: 0.914
Num non-zero elements: 50
Test accuracy for Python: 0.918
Num non-zero elements: 50
Test accuracy for HTML: 0.956
Num non-zero elements: 50
Test accuracy for Java: 0.909
Num non-zero elements: 50
Test accuracy for PHP: 0.933
Loading activations from artifacts/sparse_probing/google/gemma-2-2b/blocks.12.hook_resid_post/fancyzhx_ag_news_activations.pt
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 37 epochs
Test accuracy for 0: 0.9440000653266907
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 22 epochs
Test accuracy for 1: 0.987000048160553
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 27 epochs
Test accuracy for 2: 0.9330000281333923
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 33 epochs
Test accuracy for 3: 0.9590000510215759
Num non-zero elements: 1
Test accuracy for 0: 0.723
Num non-zero elements: 1
Test accuracy for 1: 0.974
Num non-zero elements: 1
Test accuracy for 2: 0.745
Num non-zero elements: 1
Test accuracy for 3: 0.753
Num non-zero elements: 2
Test accuracy for 0: 0.762
Num non-zero elements: 2
Test accuracy for 1: 0.975
Num non-zero elements: 2
Test accuracy for 2: 0.737
Num non-zero elements: 2
Test accuracy for 3: 0.806
Num non-zero elements: 5
Test accuracy for 0: 0.891
Num non-zero elements: 5
Test accuracy for 1: 0.978
Num non-zero elements: 5
Test accuracy for 2: 0.853
Num non-zero elements: 5
Test accuracy for 3: 0.845
Num non-zero elements: 10
Test accuracy for 0: 0.908
Num non-zero elements: 10
Test accuracy for 1: 0.974
Num non-zero elements: 10
Test accuracy for 2: 0.85
Num non-zero elements: 10
Test accuracy for 3: 0.905
Num non-zero elements: 20
Test accuracy for 0: 0.919
Num non-zero elements: 20
Test accuracy for 1: 0.975
Num non-zero elements: 20
Test accuracy for 2: 0.88
Num non-zero elements: 20
Test accuracy for 3: 0.918
Num non-zero elements: 50
Test accuracy for 0: 0.916
Num non-zero elements: 50
Test accuracy for 1: 0.976
Num non-zero elements: 50
Test accuracy for 2: 0.876
Num non-zero elements: 50
Test accuracy for 3: 0.933
Loading activations from artifacts/sparse_probing/google/gemma-2-2b/blocks.12.hook_resid_post/Helsinki-NLP_europarl_activations.pt
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 12 epochs
Test accuracy for en: 0.999000072479248
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 16 epochs
Test accuracy for fr: 1.0
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 13 epochs
Test accuracy for de: 1.0
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 14 epochs
Test accuracy for es: 0.999000072479248
Num non-zero elements: 65536
Training probe with dim: 65536, device: cuda:0, dtype: torch.float32
GPU probe training early stopping triggered after 16 epochs
Test accuracy for nl: 1.0
Num non-zero elements: 1
Test accuracy for en: 0.999
Num non-zero elements: 1
Test accuracy for fr: 0.847
Num non-zero elements: 1
Test accuracy for de: 0.8
Num non-zero elements: 1
Test accuracy for es: 0.992
Num non-zero elements: 1
Test accuracy for nl: 0.706
Num non-zero elements: 2
Test accuracy for en: 0.999
Num non-zero elements: 2
Test accuracy for fr: 0.854
Num non-zero elements: 2
Test accuracy for de: 0.872
Num non-zero elements: 2
Test accuracy for es: 0.991
Num non-zero elements: 2
Test accuracy for nl: 0.861
Num non-zero elements: 5
Test accuracy for en: 1.0
Num non-zero elements: 5
Test accuracy for fr: 0.868
Num non-zero elements: 5
Test accuracy for de: 0.974
Num non-zero elements: 5
Test accuracy for es: 0.997
Num non-zero elements: 5
Test accuracy for nl: 0.862
Num non-zero elements: 10
Test accuracy for en: 0.999
Num non-zero elements: 10
Test accuracy for fr: 0.987
Num non-zero elements: 10
Test accuracy for de: 0.979
Num non-zero elements: 10
Test accuracy for es: 0.996
Num non-zero elements: 10
Test accuracy for nl: 0.859
Num non-zero elements: 20
Test accuracy for en: 0.999
Num non-zero elements: 20
Test accuracy for fr: 0.991
